a1_mean,a1_var,a1_std,a2_mean,a2_var,a2_std,a3_mean,a3_var,a3_std,a4_mean,a4_var,a4_std,d3_mean,d3_var,d3_std,d4_mean,d4_var,d4_std,d5_mean,d5_var,d5_std,x_den_mean,x_den_var,x_den_std,RRavg,Class
0.496332757683834,0.0579424744357133,0.240712430995396,0.696892249058138,0.114535630504483,0.338431131110132,0.960111529898367,0.180190305695628,0.424488286876832,1.28007971701465,0.218379729492047,0.467311169877253,0.221602014484772,0.0491074528237092,0.0746021627712888,0.169610468510429,0.158507184015575,0.398129607057269,0.309862109252784,0.242038929017486,0.491974520699483,0.080248051557431,0.0286838147417577,0.169362967444946,0.760897435897436,1
0.493480841824479,0.0554994543663364,0.235583221741992,0.695676432127881,0.109514559085396,0.33092984012536,0.97275086963783,0.181974741446116,0.426584975645082,1.31429847423947,0.199775462321466,0.446962484243886,0.188190703991547,0.0354157410688342,0.061902332887541,0.161193238364322,0.158655428652332,0.39831573990031,0.302264481593211,0.241257836298805,0.491180044687084,0.0766175096683626,0.0277639829179806,0.166625276947949,0.811805555555555,1
0.562665202617639,0.0641143844021664,0.253208183916252,0.794510005823431,0.12581002930737,0.354697095149326,1.11213369244865,0.219980680929711,0.469020981332084,1.49767303396405,0.23636890820622,0.486177856556857,0.170942912796967,0.0292214794355115,0.0546533889040631,0.17815855511487,0.19443509016404,0.440947944959538,0.285753159649572,0.225231978110248,0.474586112428764,0.0818570594911241,0.030558059721584,0.17480863743415,0.785185185185185,1
0.561485360049552,0.0590602155882654,0.243023076246404,0.792288175536676,0.115849881485275,0.340367274404099,1.09943547813593,0.18767499063686,0.433214716551573,1.4915550891114,0.215669474230423,0.464402276297633,0.204347568845301,0.0417579288929849,0.0656880724748694,0.159913902322588,0.151463170750013,0.389182695851207,0.26612164572992,0.235397968369458,0.485178285138008,0.0791034101724084,0.0288417603717576,0.169828620590752,0.771296296296296,1
0.533407633938614,0.063253981339847,0.251503442003975,0.750846955950614,0.125129212446197,0.353736077388491,1.04985479067791,0.209777820738835,0.458015087894313,1.40937197251812,0.23086248999213,0.480481518887178,0.195499062112536,0.0382198832868813,0.0639865078887631,0.178574581014332,0.184014157193067,0.428968713536391,0.314235724892587,0.242942573162675,0.492892050212493,0.0829701362942435,0.0316482414173729,0.177899526186477,0.758119658119658,1
0.465784755532332,0.0612609195916986,0.24750943333881,0.660028501587092,0.120666033605526,0.347370167984423,0.917545445653538,0.200373723670284,0.447631236254,1.2347031186163,0.23553000426065,0.485314335519413,0.200602394519135,0.0402413206868107,0.0639750982736812,0.166836174366207,0.162991833739039,0.403722471184153,0.222515139046796,0.140093611836987,0.374290811852211,0.0785901806937931,0.0271681379679493,0.164827600746808,0.792824074074074,1
0.445926845931517,0.0610968299067387,0.247177729390693,0.632567532720392,0.124842196417983,0.353330152149492,0.873428361066542,0.216738957921491,0.465552314913685,1.17149219781305,0.325066269077055,0.570145831412504,0.212317866017876,0.0450788762303846,0.0722039691401497,0.190560910626607,0.171908792646282,0.41461885225624,0.313945566399228,0.298257141827143,0.546129235462764,0.122173736662372,0.0425353363607807,0.206240966737408,0.768803418803419,1
0.509765704393126,0.0595995934510749,0.244130279668612,0.719525580932862,0.117984204849101,0.343488289245938,1.00182665960699,0.202835306361136,0.450372408525584,1.33881900205868,0.217670026041612,0.466551204094054,0.180285700907398,0.0325029339516717,0.0625693075250503,0.177138146415306,0.180483176548953,0.424833116116144,0.271832534500518,0.229288450267366,0.478840735806141,0.0814494499220877,0.029136069232967,0.17069290914671,0.753846153846154,1
0.490095210441063,0.0611570230209777,0.247299460211659,0.693398885904508,0.120154395835336,0.346632941070718,0.968208199550438,0.204588844759797,0.452314984009812,1.30257579998287,0.227373078189146,0.476836531936414,0.184683508445747,0.0341079982918305,0.0590381338501378,0.163700753863786,0.175664430504473,0.419123407249551,0.295418071244361,0.227291573342904,0.476751060138206,0.0798000369962391,0.0291700479195283,0.17079241177385,0.792824074074074,1
0.491342946066539,0.0647075515199137,0.254376790450532,0.69304221543788,0.127256989460574,0.356730976312086,0.967044224346602,0.212449193825323,0.460922112536731,1.29311906600159,0.226627997322675,0.476054615903128,0.199255670193352,0.0397028221042018,0.0644829066141229,0.181475860675137,0.189585273978225,0.435413911098652,0.281421827798403,0.24282234777077,0.49277007596928,0.0811491745799164,0.0317683508356389,0.178236783060172,0.772453703703704,1
0.486274939169087,0.0620053509241005,0.249008736642112,0.686885285012631,0.122286930169076,0.349695482054138,0.960661235284181,0.201110980876451,0.448453989698443,1.28818404383017,0.226586486652607,0.47601101526394,0.206366704257529,0.0425872166261142,0.0687205235928859,0.176636138092752,0.175152339777573,0.418512054518832,0.2997298984394,0.230228399867154,0.479821216566289,0.0826896760420839,0.0310553021688779,0.17622514624445,0.758333333333333,1
0.538873926644975,0.0591760946374116,0.243261371034144,0.761462421285786,0.115941296870412,0.340501537251173,1.05653880882707,0.197081150633197,0.443938228398048,1.41916194485188,0.210229765620841,0.458508195805528,0.180384575630748,0.0325385951254852,0.0600544737554735,0.17646677852386,0.175593893653208,0.419039250731012,0.25780438628942,0.208926181830738,0.457084436215825,0.0805975505537679,0.0288227683710806,0.169772696188405,0.786342592592593,1
